"NAME","ZIP","asset_size","MAINOFF","CERT","OFFNAME"
"Winnsboro State Bank & Trust Company","71295","135886.0","1","10533","Winnsboro State Bank & Trust Company"
"City Savings Bank & Trust Company","70634","307240.0","1","10534","City Savings Bank & Trust Company"
"First State Bank Of Clearbrook","56634","47352.0","1","10559","First State Bank Of Clearbrook"
"Farmers State Bank Of Hartland","56042","104872.0","1","10561","Farmers State Bank Of Hartland"
"United Minnesota Bank","56273","29607.0","1","10567","United Minnesota Bank"
"Community Development Bank, Fsb","56569","72297.0","1","10568","Community Development Bank, Fsb"
"Farmers And Merchants State Bank Of Alpha","56111","35047.0","1","10571","Farmers And Merchants State Bank Of"
"First Southeast Bank","55939","98258.0","1","10576","First Southeast Bank"
"Beacon Bank","55331","352161.0","1","10581","Beacon Bank"
"Citizens State Bank Of Tyler, Incorporated","56178","19388.0","1","10582","Citizens State Bank Of Tyler, Incorporated"
"First State Bank","38635","111722.0","1","10588","First State Bank"
"Bank Of Franklin","39653","134900.0","1","10594","Bank Of Franklin"
"Community First Bank","64730","163034.0","1","10595","Community First Bank"
"The Bank Of Orrick","64077","33880.0","1","10597","The Bank Of Orrick"
"The Bank Of Urbana","65767","183617.0","1","10606","The Bank Of Urbana"
"Unico Bank","63660","245976.0","1","10608","Unico Bank"
"Horizon State Bank","64429","20926.0","1","10611","Horizon State Bank"
"Btc Bank","64424","373837.0","1","10618","Btc Bank"
"Hawthorn Bank","65101","1198229.0","1","10619","Hawthorn Bank"
"First Commercial Bank","63848","212516.0","1","10621","First Commercial Bank"
"State Bank Of Missouri","64020","81725.0","1","10623","State Bank Of Missouri"
"Bank Of New Cambria","63558","33441.0","1","10626","Bank Of New Cambria"
"Preferred Bank","64676","112102.0","1","10628","Preferred Bank"
"Bank Star Of The Bootheel","63877","97823.0","1","10629","Bank Star Of The Bootheel"
"Pinnacle Bank","68508","4290934.0","1","10634","Pinnacle Bank"
"The Bank Of Steinauer","68441","11951.0","1","10635","The Bank Of Steinauer"
"First Central Bank","69022","93319.0","1","10637","First Central Bank"
"Gothenburg State Bank","69138","144607.0","1","10639","Gothenburg State Bank"
"Tri Valley Bank","68448","41916.0","1","10641","Tri Valley Bank"
"Security State Bank","68814","178393.0","1","10643","Security State Bank"
"State Bank Of Odell","68415","26165.0","1","10644","State Bank Of Odell"
"American Exchange Bank","68349","42326.0","1","10647","American Exchange Bank"
"Farmers State Bank","68735","21991.0","1","10652","Farmers State Bank"
"The Murray State Bank","68409","45559.0","1","10653","The Murray State Bank"
"The Andover Bank","44003","353759.0","1","10663","The Andover Bank"
"Mabrey Bank","74008","788259.0","1","10667","Mabrey Bank"
"The Exchange Bank","74070","89127.0","1","10672","The Exchange Bank"
"Bank Of Hydro","73048","128949.0","1","10674","Bank Of Hydro"
"Jonestown Bank And Trust Company, Of Jonestown, Pennsylvania","17038","453839.0","1","10677","Jonestown Bank And Trust Company, Of Jonestown, Pennsylvania"
"The Muncy Bank And Trust Company","17756","366850.0","1","10678","The Muncy Bank And Trust Company"
"Mifflinburg Bank And Trust Company","17844","380964.0","1","10685","Mifflinburg Bank And Trust Company"
"The Scottdale Bank & Trust Company","15683","262606.0","1","10688","The Scottdale Bank & Trust Company"
"First Bank Of Tennessee","37381","271551.0","1","10693","First Bank Of Tennessee"
"First State Bank","79602","45551.0","1","10704","First State Bank"
"First State Bank","77995","187555.0","1","10709","First State Bank"
"Enloe State Bank","75432","28602.0","1","10716","Enloe State Bank"
"Peoples State Bank Of Hallettsville","77964","276951.0","1","10719","Peoples State Bank Of Hallettsville"
"The Peoples Bank","24281","112876.0","1","10730","The Peoples Bank"
"Pioneer Bank","54412","122839.0","1","10734","Pioneer Bank"
"Independence State Bank","54747","66222.0","1","10741","Independence State Bank"
"Scott Valley Bank","96097","601643.0","1","10781","Scott Valley Bank"
"Illini State Bank","61348","105860.0","1","10788","Illini State Bank"
"Community Bank","61089","187974.0","1","10791","Community Bank"
"First State Bank Of Campbell Hill","62916","108592.0","1","10799","First State Bank Of Campbell Hill"
"Farmers State Bank Of Danforth","60930","66559.0","1","10802","Farmers State Bank Of Danforth"
"Dewey Bank","61840","26536.0","1","10803","Dewey Bank"
"Du Quoin State Bank","62832","105087.0","1","10804","Du Quoin State Bank"
"First State Bank Of Van Orin","61374","40519.0","1","10809","First State Bank Of Van Orin"
"Grand Rivers Community Bank","62941","60915.0","1","10816","Grand Rivers Community Bank"
"State Bank Of Industry","61440","48338.0","1","10820","State Bank Of Industry"
"Clay County State Bank","62858","81816.0","1","10821","Clay County State Bank"
"State Bank Of Speer","61479","181432.0","1","10825","State Bank Of Speer"
"The Bank Of Carbondale","62901","208296.0","1","10828","The Bank Of Carbondale"
"Petefish, Skiles & Co.","62691","171624.0","1","10829","Petefish, Skiles & Co."
"The First Trust And Savings Bank Of Watseka, Illinois","60970","235369.0","1","10831","The First Trust And Savings Bank Of Watseka, Illinois"
"Campus State Bank","60920","25178.0","1","10840","Campus State Bank"
"Citizens Bank Of Chatsworth","60921","36750.0","1","10843","Citizens Bank Of Chatsworth"
"Buena Vista National Bank","62233","209330.0","1","10844","Buena Vista National Bank"
"The Clay City Banking Co.","62824","126435.0","1","10845","The Clay City Banking Co."
"Tompkins State Bank","61415","188152.0","1","10849","Tompkins State Bank"
"West Central Bank","62612","197880.0","1","10853","West Central Bank"
"State Bank Of Bement","61813","82846.0","1","10855","State Bank Of Bement"
"Brimfield Bank","61517","46461.0","1","10856","Brimfield Bank"
"Anderson State Bank","61467","78650.0","1","10858","Anderson State Bank"
"Murphy-Wall State Bank And Trust Company","62274","113448.0","1","10860","Murphy-Wall State Bank And Trust Com"
"Premier Bank Of Jacksonville","62650","195917.0","1","10868","Premier Bank Of Jacksonville"
"First State Bank Of Beecher City","62414","69399.0","1","10871","First State Bank Of Beecher City"
"Chesterfield State Bank","62630","23721.0","1","10872","Chesterfield State Bank"
"Laura State Bank","61489","16613.0","1","10874","Laura State Bank"
"Waterman State Bank","60556","42643.0","1","10878","Waterman State Bank"
"First Farmers State Bank","61759","158838.0","1","10879","First Farmers State Bank"
"Bank Of Bluffs","62621","55917.0","1","10883","Bank Of Bluffs"
"Bank Of Chestnut","62518","16400.0","1","10885","Bank Of Chestnut"
"Legence Bank","62930","302185.0","1","10886","Legence Bank"
"First County Bank","62265","447149.0","1","10887","First County Bank"
"Farmers And Traders Savings Bank","52551","19363.0","1","10896","Farmers And Traders Savings Bank"
"The Garnavillo Savings Bank","52049","39988.0","1","10898","The Garnavillo Savings Bank"
"Central State Bank","50247","213488.0","1","10903","Central State Bank"
"The Baldwin State Bank","66006","70341.0","1","10906","The Baldwin State Bank"
"Guaranty State Bank And Trust Company","67420","253104.0","1","10907","Guaranty State Bank And Trust Compan"
"Stanley Bank","66223","98367.0","1","10916","Stanley Bank"
"Grant County Bank","67880","231958.0","1","10918","Grant County Bank"
"The State Bank Of Bern","66408","88129.0","1","10919","The State Bank Of Bern"
"The Fidelity State Bank And Trust Company","67801","175735.0","1","10920","The Fidelity State Bank And Trust Co"
"Midwest Community Bank","67663","62570.0","1","10925","Midwest Community Bank"
"The Miners State Bank","49935","117537.0","1","10928","The Miners State Bank"
"Northview Bank","55072","334133.0","1","10956","Northview Bank"
"Citizens State Bank Of Hayfield","55940","84403.0","1","10957","Citizens State Bank Of Hayfield"
"United Prairie Bank","56159","564520.0","1","10958","United Prairie Bank"
"Janesville State Bank","56048","68002.0","1","10960","Janesville State Bank"
"Grand Rapids State Bank","55744","225160.0","1","10962","Grand Rapids State Bank"
"Lake Region Bank","56273","107788.0","1","10965","Lake Region Bank"
"F & M Community Bank, National Association","55965","108964.0","1","10967","F & M Community Bank, National Association"
"Randall State Bank","56475","36177.0","1","10969","Randall State Bank"
"Prime Security Bank","56732","59291.0","1","10971","Prime Security Bank"
"Alliance Bank","55041","566350.0","1","10973","Alliance Bank"
"Center National Bank","55355","182878.0","1","10976","Center National Bank"
"Eitzen State Bank","55921","91525.0","1","10980","Eitzen State Bank"
"Security State Bank Of Oklee","56742","32220.0","1","10982","Security State Bank Of Oklee"
"Security Bank Minnesota","56007","106587.0","1","10984","Security Bank Minnesota"
"Cambridge State Bank","55008","65821.0","1","10987","Cambridge State Bank"
"Stearns Bank National Association","56303","1762751.0","1","10988","Stearns Bank National Association"
"Annandale State Bank","55302","137659.0","1","10989","Annandale State Bank"
"First State Bank Of Bigfork","56628","67813.0","1","10991","First State Bank Of Bigfork"
"Bonanza Valley State Bank","56316","60286.0","1","10993","Bonanza Valley State Bank"
"Granite Falls Bank","56241","276138.0","1","10998","Granite Falls Bank"
"Central Bank Of Lake Of The Ozarks","65065","620758.0","1","11000","Central Bank Of Lake Of The Ozarks"
"St. Clair County State Bank","64776","129581.0","1","11002","St. Clair County State Bank"
"Farmers State Bank, S/B","64783","69387.0","1","11003","Farmers State Bank, S/B"
"The First State Bank Of Shelby","59474","130721.0","1","11013","The First State Bank Of Shelby"
"Franklin State Bank","68939","47794.0","1","11023","Franklin State Bank"
"Peapack-Gladstone Bank","7934","3117847.0","1","11035","Peapack-Gladstone Bank"
"First-Citizens Bank & Trust Company","27601","3.0803511E7","1","11063","First-Citizens Bank & Trust Company"
"The Milton Banking Company","45692","137125.0","1","11085","The Milton Banking Company"
"Lafayette Ambassador Bank","18017","1432688.0","1","11106","Lafayette Ambassador Bank"
"Somerset Trust Company","15501","992081.0","1","11112","Somerset Trust Company"
"Hamlin Bank And Trust Company","16749","452158.0","1","11113","Hamlin Bank And Trust Company"
"Clearfield Bank & Trust Company","16830","431849.0","1","11116","Clearfield Bank & Trust Company"
"S&T Bank","15701","6113486.0","1","11124","S&T Bank"
"Farmers State Bank Of Canton","57013","48306.0","1","11133","Farmers State Bank Of Canton"
"First State Bank Central Texas","78731","1393989.0","1","11151","First State Bank Central Texas"
"Texas Champion Bank","78413","401153.0","1","11159","Texas Champion Bank"
"The First State Bank","79311","29209.0","1","11175","The First State Bank"
"Transpecos Banks","79772","143869.0","1","11178","Transpecos Banks"
"First State Bank Of Brownsboro","75756","97838.0","1","11181","First State Bank Of Brownsboro"
"Bank Of Lancaster","22482","413645.0","1","11200","Bank Of Lancaster"
"Bank Of Fairfield","99012","153269.0","1","11207","Bank Of Fairfield"
"First Community Bank","53563","89065.0","1","11225","First Community Bank"
"First Citizens State Bank","53190","243219.0","1","11228","First Citizens State Bank"
"Bank Of Milton","53563","100956.0","1","11232","Bank Of Milton"
"Bonduel State Bank","54107","52102.0","1","11235","Bonduel State Bank"
"Horicon Bank","53032","598041.0","1","11236","Horicon Bank"
"Centennial Bank","72032","8061525.0","1","11241","Centennial Bank"
"Mcgehee Bank","71654","120430.0","1","11242","Mcgehee Bank"
"Bank Of Salem","72576","129927.0","1","11243","Bank Of Salem"
"The First National Bank Of Izard County","72519","160347.0","1","11252","The First National Bank Of Izard Cou"
"Pinnacle Bank","72758","86183.0","1","11256","Pinnacle Bank"
"The Gunnison Bank And Trust Company","81230","74895.0","1","11259","The Gunnison Bank And Trust Company"
"Mcclave State Bank","81057","27820.0","1","11261","Mcclave State Bank"
"Farmers & Merchants Bank","32344","427340.0","1","11286","Farmers & Merchants Bank"
"The Citizens Bank Of Swainsboro","30401","152497.0","1","11295","The Citizens Bank Of Swainsboro"
"The Woodbury Banking Company","30293","23776.0","1","11297","The Woodbury Banking Company"
"Farmers State Bank Of Alto Pass, Ill.","62905","218144.0","1","11299","Farmers State Bank Of Alto Pass, Ill."
"Oakdale State Bank","62268","19496.0","1","11300","Oakdale State Bank"
"Mercantile Bank","62301","347996.0","1","11301","Mercantile Bank"
"First State Bank Of St. Peter","62880","29789.0","1","11302","First State Bank Of St. Peter"
"Fnbc Bank & Trust","60525","542352.0","1","11306","Fnbc Bank & Trust"
"Farmers State Bank","62363","239192.0","1","11307","Farmers State Bank"
"The Bank Of Herrin","62948","237514.0","1","11310","The Bank Of Herrin"
"State Bank Of Cerro Gordo","61818","25064.0","1","11311","State Bank Of Cerro Gordo"
"The Iuka State Bank","62849","73122.0","1","11317","The Iuka State Bank"
"The Farmers Bank Of Mt. Pulaski","62548","43677.0","1","11319","The Farmers Bank Of Mt. Pulaski"
"Farmers And Merchants State Bank Of Bushnell","61422","62276.0","1","11324","Farmers And Merchants State Bank Of"
"Joy State Bank","61260","43993.0","1","11329","Joy State Bank"
"Ashton State Bank","51232","47178.0","1","11343","Ashton State Bank"
"Grinnell State Bank","50112","297556.0","1","11347","Grinnell State Bank"
"First Iowa State Bank","52565","137888.0","1","11348","First Iowa State Bank"
"Iowa State Savings Bank","50138","129073.0","1","11349","Iowa State Savings Bank"
"Peoples Trust And Savings Bank","52327","32787.0","1","11351","Peoples Trust And Savings Bank"
"Sanborn Savings Bank","51248","58597.0","1","11352","Sanborn Savings Bank"
"Bedford Loan & Deposit Bank","40006","85476.0","1","11355","Bedford Loan & Deposit Bank"
"Cumberland Security Bank, Inc.","42501","171261.0","1","11358","Cumberland Security Bank, Inc."
"The State Bank","48430","415611.0","1","11406","The State Bank"
"The Hastings City Bank","49058","299816.0","1","11407","The Hastings City Bank"
"Valley Premier Bank","56549","104395.0","1","11409","Valley Premier Bank"
"Rushford State Bank (Incorporated)","55971","54580.0","1","11411","Rushford State Bank (Incorporated)"
"Harvest Bank","55353","128522.0","1","11415","Harvest Bank"
"Welcome State Bank","56181","25836.0","1","11417","Welcome State Bank"
"Sycamore Bank","38668","199305.0","1","11423","Sycamore Bank"
"Bank Of Yazoo City","39194","238908.0","1","11431","Bank Of Yazoo City"
"Citizens Bank","38611","73277.0","1","11432","Citizens Bank"
"Community Bank, North Mississippi","38821","491736.0","1","11438","Community Bank, North Mississippi"
"Community Bank","39437","674257.0","1","11444","Community Bank"
